OPERATOR,ATYPE,INCIDENT_DATE,STATE,AIRPORT,PHASE_OF_FLT,HEIGHT,SPEED,SPECIES,BIRDS_STRUCK,EFFECT,DAMAGE,COST_REPAIRS,PERSON,REMAINS_COLLECTED,REMARKS
UNKNOWN,UNKNOWN,10/02/12 00:00:00,HI,HILO INTL ARPT,,,,Pacific golden-plover,1,,,,Carcass Found,1,SINGLE PLOVER CARCASS FOUND AT THE 7000 FOOT REMAINDER OF RWY 8 BY ALC WHILE CONDUCTING MORNING RWY INSPN. CARCASS GIVE TO WS. NO STRIKE REPTD. 440 AM NIGHT.
UNKNOWN,UNKNOWN,10/03/12 00:00:00,OH,CLEVELAND-HOPKINS INTL ARPT,,,,Raccoon,1,,,,Carcass Found,1,"WHILE ON ROUTINE RWY CK, AN OPS AGNT FOUND THE MUTILATED REMAINS OF A RACCOON ON RWY 25R JUST SW OF TWY P APPROX 25 FEET W OD RWY C/L STRIPE. NO STRIKE REPTD. 817 AM DAY."
UNKNOWN,UNKNOWN,10/03/12 00:00:00,CO,DENVER INTL AIRPORT,,,,Horned lark,1,,,,Carcass Found,1,FOUND DURING REG RWY INSPN. RWY 17R/35L. 740 AM DAY.
UNKNOWN,UNKNOWN,10/03/12 00:00:00,CO,DENVER INTL AIRPORT,,,,Horned lark,1,,,,Carcass Found,1,FOUND ON ROUTINE RWY INSPN. 1145 AM DAY.
UNKNOWN,UNKNOWN,10/03/12 00:00:00,TX,DALLAS/FORT WORTH INTL ARPT,,,,Chimney swift,1,,,,Carcass Found,1,"REMAINS FOUND ON TWY Q C/L, 50 W OF THE 17L EDGELINE."
UNKNOWN,UNKNOWN,10/03/12 00:00:00,KS,FORBES FIELD AIRPORT,,,,Killdeer,1,,,,Carcass Found,1,"ID BY SMITHSONIAN. FOUND DURING LATE EVENING INSPN IN MIDDLE OF RWY. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1."
UNKNOWN,UNKNOWN,10/03/12 00:00:00,TX,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,,,,Swallows,1,,,,Carcass Found,1,"DURING ROUTINE INSPN OF RWY 15L/33R THE PARTIAL CARCASS OF A SWALLOW WAS FOUND AT 2900 FEET DIST REM ON 15L, E OF RWY C/L. 1710 PM DAY."
UNKNOWN,UNKNOWN,10/03/12 00:00:00,MT,MISSOULA INTL ARPT,,,,Blue-winged teal,1,,,,Carcass Found,1,
UNKNOWN,UNKNOWN,10/03/12 00:00:00,IL,CHICAGO/ROCKFORD INTL ARPT,,,,Mourning dove,1,,,,Carcass Found,1,1315 PM DAY.
UNKNOWN,UNKNOWN,10/03/12 00:00:00,UT,SALT LAKE CITY INTL,,,,Horned lark,1,,,,Carcass Found,1,ONE HORNED LARK COLLECTED FROM RWY 35 DURING ROUTINE INSPN. 1220 PM DAY.
UNKNOWN,UNKNOWN,10/03/12 00:00:00,HI,HILO INTL ARPT,,,,Pacific golden-plover,2-10,,,,Carcass Found,1,TWO PACIFIC GOLDEN PLOVER CARCASSES FOUND AT 6000 FEET REM OF RWY 8 BY ALC WHILE CONDICTING MORNING RWY INSPN. NO STRIKE REPTD. 440 AM NIGHT.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,IL,CENTRAL ILLINOIS REGNL ARPT AT BLOOMINGTON-NORMAL,,,,Barn swallow,1,,,,Carcass Found,1,FOUND BIRD REMAINS WHILE CONDUCTING AIRFLD INSPN.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,OH,PORT COLUMBUS INTL,,,,Mourning dove,1,,,,Carcass Found,1,FOUND DURING INSPN. NO STRIKE REPTD. 2000 PM NIGHT.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,KY,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,,,,Mourning dove,1,,,,Carcass Found,1,ARFF RECVRD ON ROUTINE SURFACE CK. 830 AM DAY.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,KY,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,,,,Eastern meadowlark,1,,,,Carcass Found,1,ATCT WAS INFORMED OF FOD ON RWY 9/27 DISPATCHED FLD SWEEPER TO CLEAN. FOD RECVRD AND ID BY USDA. 917 AM DAY.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,TX,DALLAS LOVE FIELD ARPT,,,,Skunks,1,,,,Carcass Found,1,
UNITED AIRLINES,B-737-900,10/13/12 00:00:00,FL,MIAMI INTL,Approach,,,Gray-cheeked thrush,1,Other,N,,Airport Operations,1,"ID BY SMITHSONIAN. POST STRIKE INVESTIGATION: APPROX 1745L, AV PLANNER OFFICE RECVD NOTIFICATION FROM KMIA ATCT OF A BIRDSTRIKE ON UAL THAT LANDED 1715L. RWY 9 INSPECTED AND NO REMAINS FOUND. PILOT HAD ALREADY LEFT A/C HOWEVER HE WROTE IN LOGBK THAT STRIKE OCCURRED 1 MILE FROM KMIA ON FINAL APRCH. FEATHER REMAINS FOUN IN THE LT ENG. NO DMG TO ENG. UAL MX TOOK THE A/C TO THE BLAST FENCE AND CONDUCTED SEVERAL HIGH POWER PERF RUNS. AFTER THE SUCCESSFUL ENG RUNS THE A/C RETURNED TO GATE TO PREPARE FOR OUTBOUND FLT. FEAHERS COLLECTED AND SENT TO SI FOR ID. FLT TRACK COMPLETED AND PER DETAILS FROM CAPT REPT, STRIKE OCCURRED OFF ARPT PROPERTY."
UPS AIRLINES,B-767-300,10/13/12 00:00:00,KY,LOUISVILLE INTL ARPT-STANDIFORD FIELD,Approach,3500,215,Unknown bird - medium,1,None,N,,Air Transport Operations,0,BIRDSTRIKE ON LT FRONT WINDOW. BIRDSTRIKE INSPN PERFORMED. NO DMG NOTED.
US AIRWAYS,A-319,10/13/12 00:00:00,AZ,PHOENIX SKY HARBOR INTL ARPT,Climb,5000,,Unknown bird - small,1,None,N,,Air Transport Operations,0,DURING CLIMBOUT A SMALL BIRD IMPACTED THE CAPT FRONT WINDSHIELD. CREW SAW NO INDICATION OF DMG AND ELECTED TO CONT TO DEST.
VIRGIN AMERICA,A-320,10/13/12 00:00:00,PA,PHILADELPHIA INTL,Approach,2500,180,Unknown bird - small,1,None,N,,Air Transport Operations,0,NO DMG FOUND.
UNKNOWN,UNKNOWN,10/13/12 00:00:00,IL,ST LOUIS DOWNTOWN,Take-off run,0,,Unknown bird - small,2-10,None,N,,Airport Operations,0,"NO REMAINS FOUND. OPERATOR , REGISTRATION ETC. NOT REPTD. A/C REPTD AS GULFSTREAM."
UNKNOWN,UNKNOWN,10/13/12 00:00:00,IL,ST LOUIS DOWNTOWN,Take-off run,0,,Unknown bird - small,2-10,None,N,,Airport Operations,0,"NO REMAINS FOUND. OPERATOR, REGISTRATION ETC. NOT REPTD. A/C REPTD AS GULFSTREAM."
BUSINESS,RKWLTRBO 690,10/15/12 00:00:00,WA,YAKIMA AIR TERMINAL/MCALLISTER FIELD,Landing Roll,0,,American kestrel,1,None,N,,Airport Operations,1,NO DMG.
EXPRESSJET AIRLINES,EMB-145,10/15/12 00:00:00,,UNKNOWN,,,,Unknown bird - small,1,None,N,,Airport Operations,0,"FOUND KLAN. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1."
FEDEX EXPRESS,A-310,10/15/12 00:00:00,TN,MEMPHIS INTL,Approach,5700,,Unknown bird - small,1,None,N,,Air Transport Operations,0,NO DMG NOTED.
FEDEX EXPRESS,MD-11,10/15/12 00:00:00,,INDIRA GANDHI INTL,Approach,100,150,Unknown bird - small,1,None,N,,Air Transport Operations,0,NO DMG NOTED.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,CO,DENVER INTL AIRPORT,,,,Common nighthawk,1,,,,Carcass Found,1,FOUND DURING REG RWY INSPN.. 1430 PM DAY.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,CO,DENVER INTL AIRPORT,,,,Savannah sparrow,1,,,,Carcass Found,1,ID BY SMITHSONIAN. FOUND DURING ROUTINE RWY INSPN. 1430 PM DAY.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,MI,DETROIT METRO WAYNE COUNTY ARPT,,,,European starling,1,,,,Carcass Found,1,2012-10-26-163125
UNKNOWN,UNKNOWN,10/04/12 00:00:00,FL,FORT LAUDERDALE/HOLLYWOOD INTL,,,,American kestrel,1,,,,Carcass Found,1,2012-10-4-140823
UNKNOWN,UNKNOWN,10/04/12 00:00:00,WA,SPOKANE INTERNATIONAL,,,,American kestrel,1,,,,Carcass Found,1,BIRD REPTD TO SIA OPS VIA ATC FROM ARRIVAL A/C. ACTUAL A/C STRIKE UNKNOWN. 1630 PM DAY.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,MI,GERALD R. FORD INTL ARPT,,,,Ring-billed gull,1,,,,Carcass Found,1,IMMATURE RING-BILLED GULL. NO STRIKE REPTD. 1500 PM DAY.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,NY,JOHN F KENNEDY INTL,,,,Barn owl,1,,,,Carcass Found,1,CARCASS COLLECTED FROM RWY 4R APPROX 300 FEET FROM APRCH  AND APPROX 90 FEET W OF C/L. 719 AM DAY.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Eastern cottontail,1,,,,Carcass Found,1,"FOUND ON SIDE OF RWY , JUST S OF TWY L AND RWY 34R. 501 AM NIGHT."
UNKNOWN,UNKNOWN,10/04/12 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Ruddy duck,1,,,,Carcass Found,1,ID BY SMITHSONIAN. UNKNOWN FOUND BY NEMA 44. NO OTHER INFO ON SHEET. WHOLE CARCASS FOD. RWY 34R AT TWY E. 515 AM NIGHT.
UNKNOWN,UNKNOWN,10/04/12 00:00:00,UT,SALT LAKE CITY INTL,,,,Horned lark,1,,,,Carcass Found,1,"ID BY SMITHSONIAN. BIRD FOUND 6000 FEET FROM THE S END OF RWY 34L, 60 FEET E OF C/L UPON RWY INSPN."
UNKNOWN,UNKNOWN,10/04/12 00:00:00,HI,HONOLULU INTL ARPT,,,,Pacific golden-plover,1,,,,Carcass Found,1,"STRIKE FOUND ON MORNING RWY INSPN ON 8R AND 6000 REM, S OF RWY C/L. STRIKE WAS PICKED UP BY RAMP CONTROL.  642 AM DAY."
UNKNOWN,UNKNOWN,10/04/12 00:00:00,HI,HONOLULU INTL ARPT,,,,Pacific golden-plover,1,,,,Carcass Found,1,A/C LANDING REPTD BIRD REMAINS ON RWY. RAMP CONTROL RECVRD REMAINS ON 4R BTWN FOXTROT AND DELTA TWYS. 716 AM DAY.
UNKNOWN,UNKNOWN,10/05/12 00:00:00,CO,DENVER INTL AIRPORT,,,,Cliff swallow,1,,,,Carcass Found,1,FOUND DURING REG RWY INSPN. 1700 PM DAY.
UNKNOWN,UNKNOWN,10/05/12 00:00:00,MI,DETROIT METRO WAYNE COUNTY ARPT,,,,Mourning dove,1,,,,Carcass Found,1,ONE MOURNING DOVE REMVD FROM RWY 22L. 800 FEET N OF TWY Z-12 DURING ROUTINE RWY INSPN. NO STRIKE REPTD. 801 AM DAY.
UNKNOWN,UNKNOWN,10/05/12 00:00:00,NJ,MORRISTOWN MUNICIPAL ARPT,,,,American kestrel,1,,,,Carcass Found,1,"FOUND RWY 23, 15 FEET E SIDE OF C/L, HALFWAY BTWN RWY THRESHOLD AND TWY H. 830 AM DAY."
UNKNOWN,UNKNOWN,10/05/12 00:00:00,MN,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,,,,American coot,1,,,,Carcass Found,1,BIRD FOUND DURING RWY INSPN ON THE N EDGE OF RWY BTWN THE RWY 12L PAPI'S AND RWY 4/22. CURRENT RWY CONF WAS 30'S. NO STRIKE REPTD. 1048 AM DAY.
UNKNOWN,UNKNOWN,10/05/12 00:00:00,OR,MCNARY FLD ARPT,,,,Barn swallow,1,,,,Carcass Found,1,DAY.
UNKNOWN,UNKNOWN,10/05/12 00:00:00,NJ,TETERBORO AIRPORT,,,,American kestrel,1,,,,Carcass Found,1,ON RWY 1/19 AT TWY D. 730 AM DAY.
UNKNOWN,UNKNOWN,10/05/12 00:00:00,MI,CHERRY CAPITAL ARPT,,,,Horned lark,1,,,,Carcass Found,1,ID BY SMITHSONIAN. BIRD CARCASS FOUND ON EDGE OF RWY. NO STRIKE REPTD. CARCASS FOUND APPROX 65 FEET N OF C/L AND APPROX 200 FEET E OF TWY BRAVO. 945 AM DAY.
UNKNOWN,UNKNOWN,10/09/12 00:00:00,VA,NEWPORT NEWS/WILLIAMSBURG INTL,,,,Eastern meadowlark,1,,,,Carcass Found,1,"ID BY SMITHSONIAN. FAA 9080. WHOLE FEATHER. MANGLED, UNIDENTIFIABLE BIRD FOUND ON RWY 7/25 AT TWY G INTXN. NO STRIKE REPTD. SNARGE AND FEATHERS WERE ABOUT ALL THAT WAS FOUND DURING DAILY 139 AIRFLD INSPN."
DELTA AIR LINES,MD-90-30,10/05/12 00:00:00,MO,LAMBERT-ST LOUIS INTL,Climb,100,150,American kestrel,1,None,N,,Airport Operations,1,NO DMG.
PHI INC,EC135,10/05/12 00:00:00,,UNKNOWN,En Route,2000,120,Unknown bird - small,1,Precautionary Landing,N,,Pilot,0,"MINOR RESIDUAL BLOOD AND FEATHERS IN THE AREA OF THE PILOT SIDE AIR INTAKE. LOCATION REPTD AS 9 MILES ESE OF EASTON, MD."
DELTA AIR LINES,A-320,10/05/12 00:00:00,,UNKNOWN,,,,Bobolink,1,None,N,,Airport Operations,1,ID BY SMITHSONIAN. BIRDSTRIKE TO RADOME FOUND ON POST FLT WALK AROUND.  CREW UNAWARE OF STRIKE. REMAINS COLLECTED BY DAL MX. TURNED OVER TO ARPT OPS/WS TO SUBMIT TO SI FOR ID.
DELTA AIR LINES,MD-88,10/05/12 00:00:00,FL,MELBOURNE INTL,Climb,13000,320,Unknown bird - small,1,None,N,,Pilot,0,"NO DMG. LOCATION REPTD AS 15-20 NM, N KMLB (TOOK AVERAGE)."
ERA AVIATION,DHC8 DASH 8,10/05/12 00:00:00,AK,FAIRBANKS INTL ARPT,Climb,500,130,Mallard,2-10,Precautionary Landing,N,,Airport Operations,1,AIRCREW REPTD VISIBILITY RESTRICTED DUE TO DARKNESS/OVERCAST CONDITIONS. OVER RWY BTWN TWY M AND B.RT WING INBOARD OF ENG.
FEDEX EXPRESS,DC-10-10,10/05/12 00:00:00,FL,JACKSONVILLE INTL,Approach,200,135,Unknown bird - medium,11-100,None,N,,Air Transport Operations,0,PILOT NOTED THE A/C STRUCK SEVERAL BIRDS FROM 800 FEET TO 200 FEET AGL ON APRCH. MX NOTED THEY CLEANED 11 STRIKES FROM A/C. NO DMG.
FEDEX EXPRESS,MD-11,10/05/12 00:00:00,,KANSAI INTL,Approach,4000,180,Unknown bird - medium,1,None,N,,Air Transport Operations,0,NO DMG NOTED.
BUSINESS,C-208,10/05/12 00:00:00,AK,KLAWOCK ARPT,Take-off run,0,45,Canada goose,,Aborted Take-off,N,,Pilot,0,NOT A STRIKE BUT EFFECT ON FLT. WHILE BACK TAXIING FOR A RWY 2 DEPARTURE WE SCARED UP 2 FLOCKS OF GEESE THAT FLEW AWAY FROM ARPT AREA. ON DEPT ROLL A 3RD GROUP OF GEESE FLEW UP OUT OF THE GRASS BESIDE THE RWY AND CROSSED IN FRONT OF THE A/C. WE IMMEDIATELY BROUGHT THE POWER TO IDLE AND APPLIED MODERATE BRAKE AND BETA TO AVOID THE BIRDS.
PIEDMONT AIRLINES,DHC8 DASH 8,10/05/12 00:00:00,,UNKNOWN,,,,Unknown bird,1,None,N,,Airport Operations,0,STRIKE FOUND POSTFLT INSPN KROA. PDT MX REMVD REMAINS BEFORE OPS WAS NOTIFIED AND FOR THAT REASON NO REMAINS COLLECTED. 1452 PM DAY.
PINNACLE,CRJ100/200,10/05/12 00:00:00,FL,JACKSONVILLE INTL,Landing Roll,0,,Unknown bird,1,None,N,,Airport Operations,0,"PILOT NOTIFIED DAL OPS OF BIRDSTRIKE UPON LANDING. NO OTHER PERTINENT INFO GIVEN BY PILOT. RWY INSPECTED AND NO BIRDS FOUND. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1."
SKYWEST AIRLINES,CRJ100/200,10/05/12 00:00:00,UT,SALT LAKE CITY INTL,Take-off run,0,,Barn swallow,1,None,,,Airport Operations,1,PILOT REPTD POSSIBLY HITTING A BIRD ON T/O. ONE FRESH BARN SWALLOW PICKED UP FROM RWY NEAR H6. A/C CONT TO DEST.
SKYWEST AIRLINES,CRJ100/200,10/05/12 00:00:00,MO,KANSAS CITY INTL,Approach,,,Barn swallow,1,,N,,Airport Operations,1,ID BY SMITHSONIAN. SNARGE REMVD FROM L/E OF #1 ENG COWL. NO OTHER REMAINS FOUND ON AIRFLD.
SOUTHWEST AIRLINES,B-737-300,10/05/12 00:00:00,FL,ORLANDO INTL,Approach,500,135,Unknown bird - small,1,None,N,,Pilot,0,"NO DMG FOUND BY SWA MX. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN."
SOUTHWEST AIRLINES,B-737-700,10/05/12 00:00:00,,UNKNOWN,,,,Unknown bird,1,None,N,,Pilot,0,"FOUND POSTFLT INSPN KAUS. L/E RT WING. NOT ENOUGH REMAINS TO COLLECT. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1."
SOUTHWEST AIRLINES,B-737-700,10/05/12 00:00:00,FL,ORLANDO INTL,Approach,800,145,Unknown bird - medium,1,None,N,,Pilot,0,"DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN."
SOUTHWEST AIRLINES,B-737-700,10/05/12 00:00:00,FL,SOUTHWEST FLORIDA INTL ARPT,Take-off run,0,130,Eastern meadowlark,1,None,N,,Airport Operations,0,PILOT OF SWA FLT 2372 REPTD POSSIBLY STRIKING A BIRD ON T/O FOR RWY 6. ARPT OPS INSPECTED THE RWY AND FOUND 1 EASTERN MEADOWLARK DOA AT THE 1000 FOOT MARKER FOR RWY 6.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,NC,WILMINGTON INTL,,,,Gulls,1,,,,Carcass Found,1,GULL REMVD FROM RWY 17 NEAR TWY H DURING SURFACE CK. 945 AM DAY.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,IN,INDIANAPOLIS INTL ARPT,,,,Wilson's snipe,1,,,,Carcass Found,1,ID BY SMITHSONIAN. 1200 PM DAY.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,TX,ARLINGTON MUNICIPAL ARPT (TX),,,,Western meadowlark,1,,,,Carcass Found,1,ID BY SMITHSONIAN. DURING MORNING INSPN BIRD FOUND ON RWY EDGE. NO INDICATION IF IT WAS FRESH OR OVERNIGHT.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,KY,BLUE GRASS ARPT,,,,Eastern meadowlark,2-10,,,,Carcass Found,1,"FOUND AT TWO DIFFERENT TIMES, 1545 AND 1600 DURING SPECIAL RWY INSPN. SPECIMENTS COLLECTED AND DISCARDED."
UNKNOWN,UNKNOWN,10/06/12 00:00:00,NY,LA GUARDIA ARPT,,,,Yellow-bellied sapsucker,1,,,,Carcass Found,1,CARCASS FOUND IN TWY DD SFTY AREA NEXT TO ECHO PAD A/C PARKING AREA. NO STRIKE REPTD. 1200 PM DAY.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,MO,KANSAS CITY INTL,,,,Horned lark,1,,,,Carcass Found,1,ID BY SMITHSONIAN. REMVD DURING DAILY INSPN. 900 AM DAY.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,NJ,MORRISTOWN MUNICIPAL ARPT,,,,Merlin,1,,,,Carcass Found,1,"BIRD REMAINS FRESH AND FOUND 10-15 FEET FROM C/L ON RWY 13, 1750 FEET FROM APRCH END OF RWY 13. 1918 PM NIGHT."
UNKNOWN,UNKNOWN,10/06/12 00:00:00,ME,PORTLAND INTL JETPORT (ME),,,,Ring-billed gull,1,,,,Carcass Found,1,BIRD CARCASS FOUND ON RWY AND REMVD BY ARPT MX.  730 AM DAY.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,CA,NORMAN Y. MINETA SAN JOSE INTL ARPT,,,,Western meadowlark,1,,,,Carcass Found,1,ID BY SMITHSONIAN. FOUND ON RWY 12L/30R NEAR INTXN OF TWY FOXTROT DURING DAILY AFTERNOON INSPN. 1600 PM DAY.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,UT,SALT LAKE CITY INTL,,,,Barn swallow,1,,,,Carcass Found,1,REMAINS FOUND DURING DAILY RWY INSPN. ARPT CASE#A12-21433. 1154 AM DAY.
UNKNOWN,UNKNOWN,10/06/12 00:00:00,NJ,TETERBORO AIRPORT,,,,Song sparrow,1,,,,Carcass Found,1,"ON RWY 6/24, N OF RWY INTXN. 730 AM DAY."
UNKNOWN,UNKNOWN,10/06/12 00:00:00,HI,LIHUE ARPT,,,,Pacific golden-plover,1,,,,Carcass Found,1,WS TECH FOUND CARCASS ON RWY 17 WHILE CONDUCTING PM SWEEP WITH 4500 FEET REM. STRIKE NOT REPTD. 1810 PM DUSK.
UNKNOWN,UNKNOWN,10/07/12 00:00:00,TX,DALLAS LOVE FIELD ARPT,,,,Blackbirds,1,,,,Carcass Found,1,FOUND BY ARPT OPS DURING INSPN. 645 AM DAWN.
UNKNOWN,UNKNOWN,10/07/12 00:00:00,TX,DALLAS LOVE FIELD ARPT,,,,Western kingbird,1,,,,Carcass Found,1,FOUND BY OPS DURING INSPN. 645 AM DAWN. DATA ENTRY NOTE: ASSUME WESTERN KINGBIRD DUE TO LOCATION.
UNKNOWN,UNKNOWN,10/07/12 00:00:00,TX,DALLAS/FORT WORTH INTL ARPT,,,,Mourning dove,1,,,,Carcass Found,1,"REMAINS FOUND DURING DAILY RWY SFTY INSPN ON RWY 36L, 250 FEET N OF TWY B AND 60 FEET W OF THE RWY C/L. REMAINS FOUND STREWN ACROSS A 50 FOOT PATH NORTHWESTERLY ON THE RWY TO THE W SHOULDER IN 3 SEPARATE PARTS. 825 AM DAY."
UNKNOWN,UNKNOWN,10/07/12 00:00:00,TX,WILLIAM P HOBBY ARPT,,,,American kestrel,1,,,,Carcass Found,1,FOUND REMAINS OF AMER KESTREL ON RWY 4 NEAR TWY H2 DURING RWY INSPN. 1357 PM DAY.
UNKNOWN,UNKNOWN,10/07/12 00:00:00,AZ,PHOENIX-MESA GATEWAY,,,,Doves,1,,,,Carcass Found,1,"FOUND ON 12R, 8000 DR, 30 FEET RT OF C/L DURING MORNING INSPN. NO STRIKE REPTD."
UNKNOWN,UNKNOWN,10/07/12 00:00:00,NY,JOHN F KENNEDY INTL,,,,Red bat,1,,,,Carcass Found,1,CARCASS OF A RED BAT REMVD FROM RWY 31L AND TWY M DURING ROUTINE SURFACE ISNPN. NO STRIKE REPTD. 1100 AM DAY.
SPIRIT AIRLINES,A-320,10/05/12 00:00:00,NY,LA GUARDIA ARPT,Approach,7000,250,Pine warbler,1,None,N,,Airport Operations,1,ID BY SMITHSONIAN. OPS REPTD A BIRDSTRIKE ON FLT NKS630 FROM KORD. BIRD STRUCK A/C ON RT SIDE OF NOSE. PILOT SAID STRIKE HAD NO EFFECT ON FLT. MX CONFIRMED NO DMG TO A/C.
UNITED AIRLINES,B-757-200,10/05/12 00:00:00,NY,LA GUARDIA ARPT,Approach,400,130,Sora,1,None,N,,Airport Operations,1,ID BY SMITHSONIAN. FLT REPTD STRIKING A BIRD ON SHORT FINAL TO RWY 22. UAL MX INSPECTED A/C. EVID OF BIRDSTRIKE ON NOSE GEAR. NO DMG TO A/C. SNARGE COLLECTED AND SENT TO SI FOR ID.
UNITED AIRLINES,UNKNOWN,10/05/12 00:00:00,,UNKNOWN,,,,Savannah sparrow,1,,,,Airport Operations,1,ID BY SMITHSONIAN. REPTD AND COLLECTED BY UAL PERSONNEL. NO ADDT'L INFO PROVIDED. FOUND KDEN.
UPS AIRLINES,B-757-200,10/05/12 00:00:00,CT,BRADLEY INTL,Approach,1200,122,Unknown bird - small,1,None,N,,Air Transport Operations,0,NO DMG. SAW 3 BIRDS.
US AIRWAYS,B-737-400,10/05/12 00:00:00,NC,CHARLOTTE/DOUGLAS INTL ARPT,Climb,2400,200,Unknown bird - small,1,None,N,,Airport Operations,0,"POSTFLT INTERVIEW WITH PILOT: PER PILOT, A/C DEPARTTED KCLT WHEN THE BIRDSTRIKE OCCURRED. BIRD STRUCK WINDSHIELD ON PILOT SIDE OF A/C. A/C AR 2400 FEET AND DOING 200 KNOTS WHEN STRIKE OCCURRED. NO DMG EVIDENT AND FLT CONT TO DEST. PILOT REPTD STRIKE TO KMIA ATCT UPON LANDING. NO SWEEP OF RWY NEEDED SINCE STRIKE OCCURRED OFF ARPT PROPERTY. A/C ARRIVED W/O INCIDENT. NO DMG FOUND. NO DELAY. NO FEATHERS OR SAMPLES TAKEN AS THERE WERE NONE TO COLLECT FROM STRIKE AREA."
US AIRWAYS,A-319,10/05/12 00:00:00,DC,RONALD REAGAN WASHINGTON NATIONAL ARPT,Climb,20,150,Unknown bird - small,1,None,N,,,0,.
UNKNOWN,UNKNOWN,10/21/12 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Northern cardinal,1,,,,Carcass Found,1,OPS FOUND DURING RWY INSPN. ID BY WS.
UNKNOWN,UNKNOWN,10/21/12 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Mallard,1,,,,Carcass Found,1,OPS FOUND DURING RWY INSPN ON RWY E LINE AT TWY S3. ID BY WS.
UNKNOWN,UNKNOWN,10/25/12 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Red-tailed hawk,1,,,,Carcass Found,1,OPS FOUND DURING INSPN AT INTXN OF RWY 27L AND TWY U. ID BY WS. RED-TAILED HAWK AGE CLASS HATCH YEAR.
UNKNOWN,UNKNOWN,10/28/12 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Chipping sparrow,1,,,,Carcass Found,1,OPS FOUND ON RWY TWY ZH. ID BY WS.
UNKNOWN,UNKNOWN,10/31/12 00:00:00,IL,CHICAGO O'HARE INTL ARPT,,,,Red-tailed hawk,1,,,,Carcass Found,1,OPS FOUND ON RWY AT SE CORNER OF TWY WT DURING INSPN. ID BY WS. RED-TAILED HAWK AGE CLASS AFTER SECOND YEAR.
AIR WISCONSIN AIRLINES,CRJ100/200,10/06/12 00:00:00,TN,NASHVILLE INTL,Approach,300,145,Unknown bird - small,1,None,N,,Tower,0,
AIRTRAN AIRWAYS,B-717-200,10/06/12 00:00:00,OH,PORT COLUMBUS INTL,Take-off run,0,,Mourning dove,1,None,,,Airport Operations,0,
AMERICAN AIRLINES,B-737-800,10/06/12 00:00:00,,SANTIAGO CIBAO INTL,Climb,100,150,Unknown bird - medium,1,None,N,,Pilot,0,REPTD AS WHITE BIRDS.
AMERICAN AIRLINES,MD-80,10/06/12 00:00:00,TX,DALLAS/FORT WORTH INTL ARPT,Landing Roll,0,,Mourning dove,1,None,,,Airport Operations,1,"RWY 17L/35R CLOSED AT 805 FOR SPECIAL INSPN DUE TO PIREP OF BIRDSTRIKE. ONE MOURNING DOVE CARCASS RECVRD 5 FEET E OF RWY C/L, 400 FEET S OF Q6."
AMERICAN EAGLE AIRLINES,EMB-145,10/06/12 00:00:00,TX,MIDLAND INTL,Approach,4000,160,Unknown bird - small,1,None,N,,Pilot,0,BIRDSTRIKE OUTER LT WING. NO DMG. NOT IN LINE WITH ENGINE. FINAL APRCH.
COMPASS AIRLINES,EMB-190,10/06/12 00:00:00,,UNKNOWN,,,,Ovenbird,1,None,N,,Airport Operations,1,"ID BY SMITHSONIAN. ORIGINAL REPT TAKEN BY CONSTANT AVAITION. ""HIT RADOME THEN L/H WING"". ASSUME FOUND KBHM."
